gene_id	1	all_lost	elegans_lost	sp34_lost	domain	life_stage	phenotype	reference_count	tissue	interaction	EMB_0	4_cell	EMB_30	EMB_60	EMB_90	EMB_120	EMB_150	EMB_180	EMB_210	EMB_240	EMB_270	EMB_300	EMB_330	EMB_360	EMB_390	EMB_420	EMB_450	EMB_480	EMB_510	EMB_540	EMB_570	EMB_600	L1	L2	L3	L4_her	young_adult_her	old_adult_her	male	adult_soma_her	adult_gonad_her	dauer_entry	dauer	dauer_exit
CELEG.C52B9.7	1	0	0	0	8	19	4	4	8	0	378.5	294	320	328.5	197.333	221.333	212.667	178.667	142	176.333	229.5	216.667	273	219.667	295	236.5	1518.5	288	239	319	301	225	1269	306	466	272	286	45	282	267	45264	931.25	1594	1812
CELEG.C52B9.8	1	0	0	0	4	10	0	1	9	0	490	4849	4419	4424.5	4756.33	5723	4723.33	3699	2935	3266.33	4889	3699.33	4267.5	3161.67	5582	5030	5012	4266	3684	2015	2412	2078.5	3519.5	892.5	1465	250.5	1951	577	644	418.5	256654	1596.25	4485.75	3038.67
CELEG.C52B9.9	1	0	0	0	2	11	2	8	9	2	2.5	8	4	2	5	7.33333	6.66667	18.6667	14	31	19.5	46.6667	39	328.333	38	122.5	1735	77	109	125	299	2.5	2478.5	407	342	163.5	83	0	230.5	180.5	31197	811.25	1154.25	961
CELEG.C52D10.11	1	0	1	0	2	21	14	8	22	2	0	0	5	2.5	7.66667	2.33333	3.66667	4.66667	0	9.33333	4	11	7.5	210.667	8	23.5	5482.5	10	20	18	28	5.5	4314	646	1855.5	273.5	161.5	0	910.5	478.5	85921	4938.25	9244.75	9062
CELEG.C52D10.12	1	0	0	0	2	14	0	2	11	0	375.5	673	614	620.5	809	1003.33	924.333	1148.67	928	1321.33	2293.5	2481	2671.5	2452	3806	3486.5	6547.5	3018	3237	3859	3477	349	4108	1653	2047	530	879	181	1202	1009.5	156074	2913	4672.75	3093
CELEG.C52D10.13	1	0	0	0	3	16	0	2	1	0	13.5	119	19.5	17.5	41.3333	10.3333	235	132.667	46	18	97	196	435	34.6667	86	174.5	30	76	30	1321	25	14	13.5	289	7643.5	64739	1232.5	5	26010	36413.5	293800	39	80	575.333
CELEG.C52D10.3	1	0	0	0	10	19	1	0	3	3	23.5	32	60.5	80	78.6667	123	166	243	148	260.667	413	694.667	755	534.667	994	810	580	645	674	635	727	24	131	692	1626.5	652.5	206	5	615	503.5	41268	1113.5	2605.25	1037.67
CELEG.C52D10.6	1	0	0	0	2	0	2	2	0	0	4699.5	2630	4493	4470.5	3716.67	2768	987.667	218	163	104.667	53.5	39	35.5	18	45	29.5	44.5	16	22	59	33	3867	5.5	2	1.5	18	268	18	1.5	4.5	71936	27.5	7.25	4
CELEG.C52D10.7	1	0	0	0	2	18	18	2	5	4	6662	1592	2191.5	2980	1931.33	1530.33	520.667	98.3333	107	34	28	11.3333	4.5	9	20	10	71	7	15	7	11	1553.5	27.5	0	2	27	348.5	0	0	1	217282	39.75	1.75	1.33333
CELEG.C52D10.8	1	0	0	0	3	18	2	3	5	0	5679.5	1949	5224.5	5350.5	3916.33	3653.33	1715.67	468	506	240.667	146.5	103.667	61	39.3333	48	43.5	61.5	25	19	68	33	4596.5	4	0	0	14	384.5	12	0.5	4.5	112482	9.5	1.25	1
CELEG.C52D10.9	1	0	0	0	2	0	17	5	1	1	6103	1589	2353	3303	2728.67	2425.67	1015	249	236	67.6667	22	26	12.5	7.66667	10	11.5	83.5	5	15	8	14	1478	43.5	0	1	28.5	337	0	0.5	4	347654	46	2.25	2.66667
CELEG.C52E12.1	1	0	0	0	4	16	0	1	7	1	3261.5	11299	5939	3702.5	3108.33	4075.33	4355.33	3913.33	4155	3574	4497	3718	4496.5	2968.33	4882	3915	5194	3572	3706	4176	3523	4598.5	3410	2362	4068.5	985	5415.5	6539	1818.5	2017	328424	2363.5	5725.5	4056.67
CELEG.C52E12.2	1	0	0	0	10	23	41	114	32	40	254	1029	794	617	542	393.667	263	358.333	145	977	1095.5	3478	3845	7419.67	4156	11134	11505.5	9379	10117	10508	8940	469	13691	2261.5	3102.5	475	767	296	2209	1095	342779	10095.2	23027.5	13975
CELEG.C52E12.3	1	0	0	0	2	21	13	14	17	1	4019	6908	2005	970.5	816.667	1142	1140.67	1311.67	1262	1482.67	1621.5	1952	2032	2549.67	2582	3298.5	3396.5	2842	3602	9010	6872	3283.5	2020.5	1067.5	1567.5	943.5	2326.5	2287	1234	1688	200413	2233.25	3508.25	3043.67
CELEG.C52E12.4	1	0	0	0	5	16	0	1	5	0	2389.5	4379	3668.5	3304	3247	4978	5333.33	5334.67	4005	5601.67	7236	7554	8262	6925.67	9412	9440.5	9833.5	7877	8201	8649	7513	2580.5	8054.5	2194.5	3760.5	740.5	4822.5	6393	1828.5	1796.5	455803	5974.25	13154.8	8380
CELEG.C52E12.6	1	0	0	0	8	16	0	0	17	0	160	130	49	59.5	53.3333	85.6667	63.6667	52.3333	37	60.3333	49.5	80.6667	62	82	81	141.5	96.5	105	77	167	92	26	77	52.5	418.5	175.5	264	221	1008	204	16514	172	261.25	869.667
CELEG.C52E2.1	1	0	0	0	3	15	0	0	1	0	1349	511	1191	1528	1188	955.333	342.667	63.3333	65	38.3333	36	20.3333	23.5	21	42	17.5	27	10	18	34	17	870	12	0	0	5.5	33	8	1	1	42288	3.5	3	3
CELEG.C52E2.2	1	0	0	0	0	13	0	0	2	0	4	0	2.5	9.5	1	3.33333	3	0	0	0	3.5	0.666667	0	2.66667	0	4.5	8.5	4	1	0	0	0.5	0.5	0	1033.5	0	0	0	3	1	8270	880	1122.25	429.667
CELEG.C52E2.3	1	0	0	0	1	0	0	0	0	0	11	19	35.5	34.5	42.3333	52.3333	49.3333	22	17	8	7.5	6	5	12.6667	6	15	3.5	13	2	20	14	22	4	0	0	0.5	0.5	0	0	0	858	0.75	0.75	0.666667
CELEG.C52E2.4	1	0	0	0	3	17	0	0	1	0	13.5	24	56	60	89	98	122.667	204.333	207	294	354.5	436.667	524	452.333	480	677	1059	417	534	962	581	8.5	360.5	153	241	53	94	0	163.5	127	24452	346.75	1309.75	603
CELEG.C52E2.5	1	0	0	0	3	16	0	0	1	0	11	14	24	38	45	57	76	114.667	83	118.667	193.5	320	291	361	248	443.5	487	382	448	737	302	15	174.5	137	146.5	29	55	0	84.5	91.5	21013	283.25	973.25	859.333
CELEG.C52E2.6	1	0	0	0	2	18	0	0	1	0	176.5	101	126	200	102.333	69.3333	36.6667	17.3333	5	11.6667	7.5	5	11.5	15.3333	8	14.5	5.5	34	33	10	5	70	7	2	0.5	6.5	172.5	67	3.5	42.5	8774	2.25	0	2
CELEG.C52E2.7	1	0	0	0	2	0	0	0	0	0	1135.5	495	1831	1694	1483.67	1373	731.667	268	201	44.6667	47	24.3333	23.5	20.6667	8	25	10.5	36	26	20	22	750	3.5	0	0	4.5	19	0	0	0	59932	6.25	0.5	1.66667
CELEG.C52E4.1	1	0	0	0	2	29	5	12	29	0	5.5	133	47	17	62.6667	185.667	23.3333	16	57	20	11	30	54	216	75	40	42693.5	92	61	333	91	7	11701.5	17260.5	41039.5	5600.5	56367	399	14169	4771.5	1382378	1419.75	1069	17377
CELEG.C52E4.12	1	0	0	0	0	5	9	0	1	0	0	0	0	1	0	0.333333	0	1	0	1.66667	1	1.66667	1	5	0	2.5	5	3	8	4	5	0	6	1	10.5	32	23.5	0	117	12	1035	1.25	8.25	72.6667
CELEG.C52E4.2	1	0	0	0	3	27	1	4	5	1	751	183	388	945	722.333	1233.33	1074.33	1381.33	979	1051	952.5	1275.33	1050.5	1593	575	971.5	2271.5	606	731	2518	1470	508	3966	1300	2440	7027.5	1658.5	292	2211	3029	163112	1646.75	2085.25	1846.33
CELEG.C52E4.3	1	1	0	0	2	20	45	5	4	3	36352.5	23233	16456.5	14644	12533	11829	10291.7	8252.33	9637	5703.33	5792.5	3782	4996	2941.67	4651	3366	8688.5	2989	3660	7013	4845	16208	5379.5	2255	4453	4844	6998	6820	2605	3228.5	893936	3370.25	5763	5097.33
CELEG.C52E4.4	1	0	0	0	20	22	28	9	9	8	30828.5	28421	12221	7265	3917.67	4467.67	3687	3406.67	3436	2570	3657.5	2774.67	3175.5	2276.67	3621	3232	10565	2745	3183	4232	3398	11141	8874	5296	11880.5	4542.5	17027	16893	6275.5	5412	806740	6108.25	14540.5	10712.3
CELEG.C52E4.5	1	0	0	0	1	17	0	1	2	0	46	341	173	126	83	207	318	903.667	394	1235.67	1906.5	3403.33	3330	4192	3963	6029	6879.5	4808	5593	8782	5134	83	2489.5	2558.5	3565	1022.5	1172.5	82	2356.5	2665	209088	5139.5	5810	7216.33
CELEG.C52E4.6	1	0	0	0	4	16	23	5	3	3	5020.5	8533	5689	4356.5	3506.67	4236.67	4642.33	4130.33	4395	3823.67	4588	3704.67	4051.5	3007.67	4848	3314	4720.5	3011	3127	4661	4320	4884	4282	1382	3478	945.5	4839	5160	1159.5	1290.5	389544	4036.75	10425	4922.67
CELEG.C52E4.7	1	0	0	0	1	15	9	0	3	1	14	5	23.5	3.5	9.33333	6.66667	4.66667	14.6667	4	30	7.5	17	13.5	38	7	29.5	18	23	13	23	11	8	5.5	29.5	272.5	105.5	202.5	98	1503	241	13499	11	21.75	1053.33
CELEG.C52G5.2	1	0	0	0	1	18	0	1	5	0	8	29	6	62.5	17.3333	46.3333	75.6667	281.333	24	702.667	588.5	2075	2109.5	2284	1730	3572	1838.5	2971	4230	9726	5213	7.5	888.5	2126	3084	5768.5	742.5	28	4644.5	6378	185210	946.5	843.25	823.333
CELEG.C52G5.3	1	0	0	0	2	6	0	0	1	0	1	0	8.5	63.5	8.33333	7.66667	5.66667	2.66667	9	2.33333	3	0.666667	0.5	18.6667	2	7.5	22.5	1	5	5	5	1.5	115.5	16.5	42	19.5	2.5	0	10.5	3.5	1094	41.5	21	26.6667
CELEG.C53A3.1	1	0	0	0	2	13	0	0	2	0	258.5	313	488.5	417.5	423.667	265	92.6667	48	11	10.3333	11	8.66667	7	18	30	14	23.5	37	6	15	14	356.5	5.5	1	2	3.5	8.5	0	0.5	5	8756	5	15.75	9
CELEG.C53A3.2	1	0	0	0	5	21	2	2	9	0	271	99	473	745	853.667	1605.67	2065	3048.67	2912	4010	3859.5	3606.33	3318	1474.33	2139	1557.5	909.5	1535	1766	3116	2672	404	1079	1117	823	1668	516.5	20	1646	2223.5	147384	5791.25	3671.5	5177.67
CELEG.C53A3.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	1	1	0	0	1.33333	1	0	0	0	4	1	2	1	1	3	0	0	0	0	0	0	0	0	0	0	8	0	1	0
CELEG.C53A5.1	1	0	0	0	0	15	13	4	2	3	60862	41877	24155.5	26518.5	15353.7	13017	11628.3	11509.3	9190	9391.33	10082.5	7895	10574.5	12987	11930	16487	31137.5	12573	15869	33299	22568	25193	28469.5	12864.5	27331	46293.5	17626	7527	14169	22804.5	1801559	16928.8	26229.2	19751.7
CELEG.C53A5.10	1	1	0	0	4	0	0	0	0	0	0	1	0	0	0.666667	6	5.66667	0	0	9.66667	5	12.6667	0	19.6667	4	23.5	8	16	6	7	13	0	2	0	21	0	0	0	2.5	0	549	65.5	233.5	52.3333
CELEG.C53A5.11	1	0	0	0	7	13	0	0	2	0	0	8	2	0	1.33333	3	2.33333	18	0	21.3333	23	38.3333	44.5	86.3333	66	70	32.5	102	83	86	199	0	9.5	2	6.5	0.5	0.5	0	112.5	3.5	1332	16.5	63.25	50
CELEG.C53A5.13	1	0	0	0	4	16	0	1	7	0	23.5	17	40.5	37.5	39.6667	49.6667	24.3333	35.3333	33	75.3333	99.5	237.667	231.5	640.333	167	760	2043.5	547	872	1531	1440	21.5	1627.5	645	1269	214.5	439	46	660	682.5	59954	1798	3171	2730.33
CELEG.C53A5.16	1	0	0	0	2	8	0	0	2	0	900.5	503	317.5	226.5	217	396	319.667	314.333	262	330	426.5	550.667	496	379	535	475	916.5	380	333	577	464	275.5	613.5	237.5	550.5	178.5	681.5	1027	319	431	58085	1193.5	1929	1408.33
CELEG.C53A5.17	1	0	0	0	6	10	0	0	2	0	605	1242	927	608	465.667	649.333	625.333	766.333	529	539.667	777	761.667	803	568.333	921	749.5	1400.5	472	626	787	698	847.5	718.5	409	1003	203.5	616.5	1675	332.5	402	65710	1698.25	6500	2528.33
CELEG.C53A5.2	1	0	0	0	0	12	0	2	5	0	64.5	41	22.5	91.5	43.6667	156.333	255	741.333	99	1657.67	896	3024	3058	3097.33	1712	3316.5	2155.5	2031	2710	6583	3557	36.5	146.5	51	79	48.5	35.5	20	71.5	58	103373	37.5	36.25	46
CELEG.C53A5.3	1	0	0	0	1	25	49	41	17	38	25229.5	24105	22665	22528	20592.3	24660.7	23157	20442.7	21226	15261.3	18413.5	12646.3	14631.5	7312.33	18446	10143.5	15245	8239	8173	8304	6716	14283	8515	2820.5	5792.5	2017.5	10257.5	6562	1780.5	2340	1051375	4461.25	10115.2	7037.67
CELEG.C53A5.4	1	0	0	0	4	17	0	0	2	1	11	9	22	11	8.66667	5.33333	3.66667	1	2	2	8.5	8.66667	17	49.3333	4	24	38	41	20	10	49	9.5	48.5	18.5	630	81.5	49	35	336.5	29	18063	1043.25	1412	1887.67
CELEG.C53A5.5	1	0	0	0	5	13	0	1	7	0	22.5	22	46.5	55.5	29	47	21.6667	18.6667	3	19	30	31.3333	31.5	94	28	73.5	678.5	107	62	198	103	44.5	875	142	343	74.5	55.5	2	199.5	94	19213	1128	1664.25	1248.67
CELEG.C53A5.6	1	0	0	0	19	14	28	1	3	9	1153.5	1570	1043	930	803	1279.67	1247.33	1448.67	1311	1627.33	2200.5	2145	2185	1525.67	2221	2027.5	2200	1759	1723	2426	1890	774.5	1838.5	504.5	1030.5	425	2714.5	3087	1227	924.5	164620	1794.25	2576.5	2062
CELEG.C53A5.8	1	1	0	0	6	0	0	0	2	0	2	11	6.5	3.5	2	3.33333	4	1	3	7.33333	5.5	5.33333	9	24.3333	0	9	11	31	8	1	16	2	5.5	2.5	0	0.5	1.5	0	0.5	1	96	6.5	7.5	2
CELEG.C53A5.9	1	0	0	0	7	18	1	0	7	0	0	0	1	0	1	2.66667	15.6667	9.33333	0	34.3333	29.5	51.6667	47	74.6667	53	109.5	154.5	148	117	474	380	2.5	61.5	6.5	11.5	1	2.5	0	136	3.5	7562	81.75	100	179.667
CELEG.C53B4.1	1	1	0	0	2	8	1	0	2	0	2	5	11	0	9.66667	19	15	2.66667	7	34.3333	13	33.3333	24	76.6667	32	41.5	167	44	35	69	59	0	101.5	25.5	22.5	4.5	7.5	0	16.5	13	3124	100.5	90.75	235
CELEG.C53B4.2	1	0	0	0	1	15	0	0	3	0	0	16	4.5	8.5	4.33333	2.66667	0.333333	2.33333	0	27.6667	3	14.6667	2	24.6667	16	21.5	12.5	19	13	28	20	1.5	10.5	21.5	93	34	28.5	11	355.5	42.5	2957	8	13.5	284.333
CELEG.C53B4.3	1	0	0	0	3	16	1	3	2	0	109.5	114	273.5	211.5	235.333	462.667	532.667	469	441	665	779	792.667	861.5	585.667	916	775	2336.5	596	665	1554	950	130.5	1227.5	793	796	265	282.5	33	825.5	747.5	65625	1158.75	1799.75	1709.67
CELEG.C53B4.4	1	0	0	0	4	15	1	2	6	1	4349.5	12807	5839.5	4279.5	4130.67	5889.33	6071.67	5430.67	4080	5330.67	6097	5452.33	6611	5715.67	8086	7173	8943	6485	6124	5364	5290	4795.5	9246	3141	6989	1223.5	10959	13297	3128.5	2794.5	531642	6267.5	17967.8	10396
CELEG.C53B4.5	1	0	0	0	2	17	2	2	1	2	20	152	233.5	77.5	41.3333	51.6667	121.667	72	57	49.6667	43.5	58.6667	59	42	52	81	26	34	48	88	52	38	15	64.5	96	14787.5	69843.5	3963	80454	52660	1789269	55.75	223.5	15833.3
CELEG.C53B4.6	1	0	0	0	3	13	0	1	7	0	569.5	785	556.5	433	470.333	744	651.333	696.667	987	727	1029.5	880.333	818.5	549.667	824	770.5	1121	543	517	1264	632	475	976	228	536.5	200	462	510	229	302.5	53646	891	1589	1092
CELEG.C53B4.7	1	0	0	0	4	27	9	15	7	2	359.5	112	139	298	228.667	350.667	407.333	771.667	490	1346.67	1547	3499.67	3162.5	3686	2711	5402	4675.5	4653	6304	12022	7770	79	3708	2764	4002.5	1846.5	788	62	3257	2078	377764	3091	3461	3517.33
CELEG.C53B4.8	1	0	0	0	1	15	1	1	2	0	89	101	152	148	149.333	96	97.6667	118.333	66	233	174.5	569	453	1060.67	367	2011.5	738.5	1503	1757	4179	2538	124	163.5	162	330	346.5	22	8	233.5	432.5	39082	64.5	46	124.667
CELEG.C53B7.1	1	0	0	0	10	14	3	2	35	2	107.5	131	191.5	223.5	288.667	552.333	769	1351	899	2135.67	2460	4087.33	4392.5	4266.33	4773	6227.5	6126.5	5205	5518	7252	5779	89.5	1660	769.5	1204.5	165.5	438.5	217	561.5	285.5	206525	1285	2291.5	1363.33
CELEG.C53B7.2	1	0	0	0	2	16	0	0	6	0	0	5	6.5	1	0.333333	0	1.66667	2.33333	0	0	1	2.66667	6.5	11	4	4.5	7.5	23	9	41	10	0	13.5	3	134	605	3339.5	176	345.5	907.5	98635	7.75	4	215
CELEG.C53B7.3	1	0	0	0	3	17	0	0	3	0	8.5	2	2.5	7	3.33333	4.66667	6.66667	7	0	16.3333	19.5	29	36	870.333	25	38.5	6975.5	37	42	58	50	0	16720	1235.5	5060.5	546.5	3973	28	1555.5	824.5	274296	6203.75	14757.2	2864
CELEG.C53B7.4	1	0	0	0	2	22	12	4	6	3	10194.5	3014	1381	1608	1004.33	1272.33	986.333	1832.67	927	1769.67	1494	2684.67	2773.5	2940.33	2246	2898	15768.5	1878	2360	4894	3662	2239	15434.5	8855.5	16105.5	21161.5	6442	904	8170	11931.5	583043	5483.5	6985.5	6706
CELEG.C53B7.5	1	0	0	0	7	19	3	46	7	14	0	9	16	1.5	5.33333	7.33333	4	9.66667	8	1.33333	6	4.33333	13	27.3333	6	7	264	22	4	4	12	0	156.5	31.5	527	30.5	44.5	0	56.5	55.5	12633	1159	3855	1344.33
CELEG.C53B7.6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.333333	0.5	1.33333	0	1	0.5	0	0	0	0	0	0	0	0	0.5	3	0	0	0.5	77	0	0.5	0.333333
CELEG.C53B7.7	1	0	0	0	1	17	0	1	1	0	2.5	1	5	2	17	7	15.3333	5.33333	5	10.3333	1	14.6667	1	23.6667	23	11	21	29	10	22	38	6	11	6.5	28.5	43	154.5	0	59	204	6096	74.75	78.25	77.3333
CELEG.C53C11.1	1	0	0	0	2	12	0	0	3	0	28	25	22.5	22.5	23.6667	26.6667	20	19	36	16.6667	30.5	16	16	16	15	15.5	20	20	7	4	0	19	3.5	0	0.5	2	12.5	0	1	4	2049	0.25	1.25	2.33333
CELEG.C53C11.2	1	0	0	0	3	17	0	0	6	1	7.5	0	9	14	12	31	28.6667	18.6667	2	85	39	28.6667	39.5	77.3333	24	16	446	23	8	73	68	12	4234	468	1817	904.5	444	5	918.5	1258.5	42089	995.5	685.25	744.667
CELEG.C53C11.3	1	0	0	0	4	22	5	3	10	0	130.5	314	265	278	182	213.667	337.333	798.667	195	1701.67	1687	4111.67	4789.5	5571.33	5855	9806.5	7228.5	8418	8704	8321	6947	187	2930	637.5	1352	200.5	334.5	87	768	239.5	188268	2759.75	7549.25	4189
CELEG.C53C11.4	1	0	0	0	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELEG.C53C11.5	1	0	0	0	3	12	0	0	3	0	83	40	130.5	160.5	160.667	299.333	403.333	493.333	279	620	615	890	1076	518	708	700	525.5	472	424	924	508	70	382	112.5	290	138.5	86.5	3	278	338.5	41790	159	140.25	133.667
CELEG.C53C7.1	1	0	0	0	2	11	17	1	1	1	0	3	1	9.5	2.66667	3.66667	5.33333	13	0	12.3333	20.5	32.3333	29.5	64.3333	28	61.5	323	74	86	151	96	0	537	50	203.5	45	78.5	13	87.5	71.5	10447	424.5	622.75	501.667
CELEG.C53C7.3	1	0	0	0	0	0	0	0	0	3	76.5	89	114.5	135.5	98.6667	68.6667	29.6667	21	17	15.3333	6.5	8.33333	11.5	28	35	16	37.5	34	24	23	73	80.5	24.5	5	5	2	0.5	0	7	0.5	2938	16.25	29.75	10.3333
CELEG.C53C9.2	1	0	1	0	4	18	1	3	2	0	10.5	94	59	66.5	37.6667	61	29.3333	33	16	34.3333	34	140.667	38	5410.67	67	441	11097	358	480	1005	1941	47.5	9214	4967.5	12299	1965.5	1440.5	48	2737.5	1738.5	269826	8124.5	17535.5	10620.7
CELEG.C53C9.3	1	0	0	0	4	16	7	8	28	1	1	10	7	4	9	4	4.66667	6.66667	11	4.66667	5.5	22.6667	26	139.333	27	57.5	672.5	78	53	173	128	0.5	886.5	185	308	88.5	65	0	163.5	91	16458	731.5	1459.5	1137
CELEG.C53D5.1	1	0	0	0	3	16	0	1	7	0	1231.5	1977	835	588.5	466.667	570.667	623	942.667	533	1013.33	1525	1651.67	1755	1281.67	1894	1817	2334.5	1422	1687	2276	1673	811.5	3081.5	592	1174	388	1541.5	366	714.5	676	130476	1625.25	2137	1434
CELEG.C53D5.2	1	1	1	0	3	17	0	1	6	0	79	54	55	51.5	52.3333	98	173.333	165.333	182	277	474.5	840	913	781.333	830	1019.5	992	806	969	1422	820	43	677	118.5	296.5	49	81.5	2	116.5	67.5	66352	751.25	1413	549
CELEG.C53D5.3	1	1	1	0	1	13	0	0	2	1	11	23	26.5	49.5	43	41.3333	74	133.333	54	147.333	216	334.667	373.5	304.667	372	618	416.5	442	491	580	343	13	86.5	6.5	54	16.5	13.5	0	21.5	28.5	13311	145.25	237.25	121
CELEG.C53D5.4	1	0	0	0	14	24	4	1	9	6	2372.5	2960	1958.5	1279	1222	1708.33	1440.67	1563.33	1512	1362	1689.5	1378.33	1418.5	1073.67	2727	1617	1802.5	1250	1148	1669	1693	1799	691	204.5	349.5	164	539.5	884	139.5	188	65345	304.5	719.75	472.667
CELEG.C53D5.5	1	0	0	0	1	14	3	2	1	1	436.5	340	928.5	1081	1046	1657.67	1626.67	1735	1801	1502	1831	1635.33	1976	1377.67	2220	2091.5	2719.5	1681	1891	1568	1288	408	1004	1106.5	1942.5	497	766.5	108	518	688	92766	689.75	811.25	1524.67
CELEG.C53D5.6	1	0	0	0	16	20	34	3	1	11	75555.5	64966	54481.5	47665.5	30780.7	34769	28502.3	23173	18950	17630.3	19547.5	14798.7	19051	13251.7	19604	14758.5	29259	13140	14803	13426	11039	32476	27972.5	18255	60906.5	9631	48810	54383	9423	8222	2683738	32441.8	84077	51783.7
CELEG.C53D6.10	1	0	0	0	7	15	0	0	1	0	0.5	9	10	1	4	7	8.33333	5	11	14.3333	10	8	5	18	0	9	13	23	5	8	5	2.5	2	10	98	127.5	163	23	1118.5	135.5	9398	7.75	36	745.333
CELEG.C53D6.11	1	0	0	0	1	10	0	0	1	0	8	5	9	13.5	8	41	32.3333	70.6667	26	82	82.5	91.3333	65.5	84	40	96	265	47	75	276	136	6.5	216.5	78	140	26.5	40	0	73	75.5	15602	336.75	349.5	339
CELEG.C53D6.2	1	0	0	0	3	26	6	37	41	11	245.5	148	271.5	470.5	323.667	735	706.333	1187	544	1908.33	1506.5	3225	3175	2557	1931	2888.5	3388	1898	2276	5343	3622	262.5	2364	500	425	302	160	11	384.5	390	232215	1792.5	2251	1444
CELEG.C53D6.3	1	0	0	0	2	12	0	0	15	0	14	4	4.5	4	3.66667	1	4.66667	4.33333	5	5.33333	13.5	10.6667	15.5	108.667	6	25.5	253.5	35	18	30	47	0	189.5	33	46	14.5	19.5	0	75	50.5	4769	182	203.75	249.667
CELEG.C53D6.4	1	0	0	0	5	15	0	0	1	0	3783.5	2172	1034.5	1015	746	1025.67	1296.33	1205.33	1172	1095.33	1037.5	1005.33	1080	732	788	677	1566	445	570	1249	771	1944	1029.5	477.5	971	698	2623.5	1467	624.5	699	116571	852.75	1749.75	982.333
CELEG.C53D6.6	1	0	0	0	5	16	0	1	2	3	931.5	984	1034.5	710	689	650	597.333	541.667	534	791.667	942.5	1011.33	891	843	957	856.5	1564.5	558	687	1319	1317	654	931	227	296.5	112	252	231	182	279.5	100425	1190.5	1717.75	628.667
CELEG.C53D6.7	1	0	0	0	2	13	0	1	2	0	0	37	6	4.5	6	18.3333	4.33333	11.3333	9	10.6667	11.5	17.6667	9.5	87.3333	14	52	1290	41	34	51	54	0	1212.5	647.5	794	433.5	425.5	16	773	1190	51735	4649.75	4014.5	2433
CELEG.C53D6.8	1	0	0	0	0	10	0	0	1	0	77.5	52	27.5	37	31.6667	22.3333	22	39.6667	3	102.333	99	399.667	259	583	257	977.5	346	696	1169	3411	1990	31.5	2.5	0	2.5	1.5	1	8	0	1.5	14535	5.25	4	1.33333
CELEG.C53H9.1	1	0	0	0	2	17	8	3	3	1	31717	11492	7347.5	15245	9590	14572.3	11478	14645	8505	14406.7	14190	20190.7	20332.5	24740.3	16762	19048	112320	13855	16908	37328	24441	10960	358177	66361.5	164750	133103	57194.5	58764	57925.5	66028	6100830	89415	117083	98578
CELEG.C53H9.2	1	0	0	0	7	16	15	3	2	0	2330	1371	2283.5	2429	2190	3273.33	3356	3907.67	3819	3612.67	4480	3694.67	4366	2708.33	4301	3294	10432	2639	3138	3938	2429	1309.5	7171	3737	11437	2865.5	7515.5	9356	2312.5	2559.5	491642	9148.5	20553.8	16732.3
CELEG.C53H9.3	1	0	0	0	1	12	0	0	3	0	3722.5	1024	553	790.5	475.333	827.667	675	739.333	300	564	451.5	738.333	690.5	427	507	567.5	1735	249	447	1214	676	1440.5	3731.5	1301.5	2744	3772.5	1477.5	884	1898.5	2911.5	172426	802	600.5	1087.67
CELEG.C54A12.1	1	1	1	0	5	18	9	5	5	1	96.5	137	177	264	209	175	60	62.3333	16	108.667	123.5	619	419.5	2075.33	179	2224	1242.5	1743	2597	5290	4593	114	1657.5	1194.5	319.5	314.5	148.5	0	904.5	504	105299	489.75	570.75	589.667
CELEG.C54A12.2	1	0	0	0	6	14	1	1	15	0	10.5	49	28.5	6.5	8.33333	4.33333	4	7.33333	8	11.3333	8	15	13.5	53.6667	16	70	332	58	92	105	96	16.5	166	58.5	120	34.5	10.5	1	33.5	32	6355	384.5	698.25	415.667
CELEG.C54A12.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333	0	2	0	0.5	0	0	3.33333	6	4	0	1	0	1	4	0	0	0	0	0	0	0	0	0	6	0.5	0.75	0
CELEG.C54A12.4	1	0	0	0	11	20	0	2	28	1	0	5	18.5	38.5	31.3333	46	20.6667	12	0	8.33333	2.5	15	4	124	5	15	1049.5	25	28	90	37	16.5	1691	221	492.5	128.5	85.5	0	425.5	192	26343	1726	2570.75	1176.67
CELEG.C54C6.1	1	0	0	0	5	16	15	2	2	2	2805	3244	1879.5	4088	2434.67	2968.33	3299.67	4282.67	2140	3589.33	3187.5	3529.67	4317	5236.33	3255	6862.5	9114.5	5478	6243	8298	5904	2150.5	11777.5	3252.5	7371.5	35075	8353.5	7617	3889.5	4182.5	388087	3882.75	6787	8248.33
CELEG.C54C6.2	1	0	0	0	5	17	39	15	8	0	2166.5	1839	1252	1089	899.333	1626.33	2369	3886.67	2267	5026.67	6124.5	9133.33	10243	7001	8811	9703	10219	8619	8928	8656	7189	1084	5973	1048	1364	780	1496.5	1379	3085.5	1211	350129	564.25	871.25	2009
